word,word_sen,word_sen_trans,trans,example
adopt,Sally was adopted when she was four.,莎莉四岁时被人收养。,"v.采取；接受；收养；正式通过
","1. Sally was adopted when she was four.
莎莉四岁时被人收养。
2. The couple are unable to have children of their own, but hope to adopt.
那对夫妇自己无法生育，但希望领养孩子。
"
south,Which way is south?,哪面是南？,"n.南方，南边；南部
adv.在南方，向南方
adj.南的，南方的
","1. Which way is south?
哪面是南？
"
select,a group of students selected at random,随机挑选出来的一组学生,"v.挑选；选拔
adj.精选的；挑选出来的；极好的
n.被挑选者；精萃
","1. a group of students selected at random
随机挑选出来的一组学生
"
explanation,She told the court she would give a full explanation of the prosecution's decision on Monday.,她告诉法庭她将在星期一就控方的决定做出详尽的解释。,"n.说明，解释；辩解
","1. She told the court she would give a full explanation of the prosecution's decision on Monday.
她告诉法庭她将在星期一就控方的决定做出详尽的解释。
"
thesis,Cynthia’s still working on her thesis.,辛西娅还在写论文。,"n.论文；论点
","1. Cynthia’s still working on her thesis.
辛西娅还在写论文。
"
sound,Several earlier studies had sounded similar warnings .,早先的几次研究也提出过类似的警告。,"v.听（诊）；测量，测…深；使发声；试探；宣告
n.声音，语音；噪音；海峡；吵闹；听力范围；[医] 探条
adj.健全的，健康的；合理的；可靠的；有效彻底的
adv.彻底地，充分地
","1. Several earlier studies had sounded similar warnings .
早先的几次研究也提出过类似的警告。
2. Now it is an American economist who is sounding the alarm .
现在是一位美国的经济学家在提出警告。
"
regular,The company holds regular meetings with employees.,公司定期召集雇员开会。,"adj.定期的；有规律的；合格的；整齐的；普通的
n.常客；正式队员；中坚分子
adv.定期地；经常地
","1. The company holds regular meetings with employees.
公司定期召集雇员开会。
2. His breathing was slow and regular.
他的呼吸缓慢而均匀。
3. Trains will run at regular intervals from 11 am to 4 pm.
火车从上午11点到下午4点每隔一定时间开行。
4. We hear from him on a regular basis .
我们定期收到他的来信。
5. He phones us every Sunday at six, regular as clockwork (= always at the same time ) .
他每逢星期天6点钟打电话给我们，非常准时。
6. a regular job
固定的工作
"
corporation,He works for a large American corporation.,他在一家美国大公司工作。,"n.公司；法人（团体）；社团；大腹便便；市政当局
","1. He works for a large American corporation.
他在一家美国大公司工作。
2. multinational corporations
跨国公司
3. the Siemens Corporation
西门子公司
"
pour,She poured coffee for everyone.,她为每个人都倒了咖啡。,"n.倾泻；流出；骤雨
v.灌，注；倒；倾泻；倾吐
","1. She poured coffee for everyone.
她为每个人都倒了咖啡。
"
pose,Rising unemployment is posing serious problems for the administration.,失业率上升正在给政府造成严重的问题。,"v.造成，形成；摆姿势；装模作样；提出…讨论
n.姿势，姿态；装模作样
","1. Rising unemployment is posing serious problems for the administration.
失业率上升正在给政府造成严重的问题。
"
detect,Many forms of cancer can be cured if detected early.,如果发现得早，许多种癌症都可以治愈。,"v.察觉；发现；探测
","1. Many forms of cancer can be cured if detected early.
如果发现得早，许多种癌症都可以治愈。
"
lie,The town lies in a small wooded valley.,该城镇坐落于一个林木茂盛的山谷中。,"v.躺；说谎；位于；展现
n.谎言；位置
","1. The town lies in a small wooded valley.
该城镇坐落于一个林木茂盛的山谷中。
2. The Tasman Sea lies between Tasmania and Australia.
塔斯曼海位于塔斯马尼亚和澳大利亚之间。
"
triumph,Winning the championship is a great personal triumph .,赢得冠军是伟大的个人成就。,"n.胜利，凯旋；欢欣
v.获得胜利，成功
","1. Winning the championship is a great personal triumph .
赢得冠军是伟大的个人成就。
"
struggle,The team has been struggling all season.,整个赛季球队都打得很艰难。,"v.奋斗，努力；挣扎
n.努力，奋斗；竞争
","1. The team has been struggling all season.
整个赛季球队都打得很艰难。
"
unlike,Tammy was unlike any other woman I have ever known.,塔米和我认识的其他女人都不一样。,"adj.不同的，不相似的
prep.和…不同，不像
","1. Tammy was unlike any other woman I have ever known.
塔米和我认识的其他女人都不一样。
"
powerful,He was one of the most powerful men in Bohemia.,他是波希米亚最有权势的人物之一。,"adj.强大的；强有力的
adv.很；非常
","1. He was one of the most powerful men in Bohemia.
他是波希米亚最有权势的人物之一。
2. a very influential and powerful family
很有权势的家庭
3. rich and powerful nations
富强的国家
"
eventually,He eventually escaped and made his way back to England.,他终于逃脱并返回英格兰。,"adv.最后，终于
","1. He eventually escaped and made his way back to England.
他终于逃脱并返回英格兰。
2. Eventually, she got a job and moved to London.
最终，她找到了工作并移居伦敦。
"
version,the human version of mad cow disease,疯牛病的人类变体,"n.版本；译文；倒转术
","1. the human version of mad cow disease
疯牛病的人类变体
"
regardless,Despite her recent surgery she has been carrying on regardless.,尽管她最近动了手术，她却一直在不顾一切地继续工作。,"adj.不管的；不顾的；不注意的
adv.不顾后果地；不管怎样，无论如何；不惜费用地
","1. Despite her recent surgery she has been carrying on regardless.
尽管她最近动了手术，她却一直在不顾一切地继续工作。
"
shape,What shape is the table?,那张桌子是什么形状的？,"n.形状；模型；身材；具体化
v.形成；塑造，使成形；使符合
","1. What shape is the table?
那张桌子是什么形状的？
2. You can recognize a tree by the shape of its leaves.
可以根据树叶的形状辨认出是什么树。
3. His battered old hat had completely lost its shape.
他那顶破旧的帽子已经完全变形了。
4. The plants grow in every shape and size .
这些植物有各种形状，各种大小。
5. The children cut out shapes (= squares, triangles etc ) from the piece of cardboard.
孩子们把卡纸片剪成各种形状。
"
drop,Temperatures can drop to freezing at night.,晚上气温能陡降到零度以下。,"v.滴；使降低；使终止；随口漏出
n.滴；落下；空投；微量；滴剂
","1. Temperatures can drop to freezing at night.
晚上气温能陡降到零度以下。
"
span,"It is a very pretty butterfly, with a 2 inch wing span.",它是一只非常漂亮的蝴蝶，翅膀张开有2英寸宽。,"n.跨度，跨距；范围
v.跨越；持续；以手指测量
","1. It is a very pretty butterfly, with a 2 inch wing span.
它是一只非常漂亮的蝴蝶，翅膀张开有2英寸宽。
"
alike,My mother and I are alike in many ways.,我和母亲在许多方面很相似。,"adj.相似的；相同的
adv.以同样的方式；类似于
","1. My mother and I are alike in many ways.
我和母亲在许多方面很相似。
"
royal,the royal palace,王宫,"adj.皇家的；盛大的；女王的；高贵的；第一流的
n.王室；王室成员
","1. the royal palace
王宫
2. the royal family
王室
"
subsidy,European farmers are planning a massive demonstration against farm subsidy cuts.,欧洲的农场主们正在策划一场反对削减农场补贴的大游行。,"n.补贴；津贴；补助金
","1. European farmers are planning a massive demonstration against farm subsidy cuts.
欧洲的农场主们正在策划一场反对削减农场补贴的大游行。
"
scene,He photographed a wide range of street scenes.,他拍下了丰富多彩的街景。,"n.场面；情景；景象；事件
","1. He photographed a wide range of street scenes.
他拍下了丰富多彩的街景。
"
space,How much space is there on each disk?,每张磁盘有多大容量？,"n.空间；太空；距离
v.留间隔
","1. How much space is there on each disk?
每张磁盘有多大容量？
2. The hedge takes up too much space .
这树篱占了太多的地方。
"
mere,She lost the election by a mere 20 votes.,她仅仅以20票之差落选。,"adj.仅仅的；只不过的
n.小湖；池塘
","1. She lost the election by a mere 20 votes.
她仅仅以20票之差落选。
2. He’s a mere child.
他只是个孩子。
3. It can’t be a mere coincidence that they left at the same time.
他们同时离开不可能仅仅是巧合。
"
expensive,the most expensive restaurant in town,城里最贵的餐馆,"adj.昂贵的；花钱的
","1. the most expensive restaurant in town
城里最贵的餐馆
2. Petrol is becoming more and more expensive.
汽油越来越贵了。
3. Photography is an expensive hobby.
摄影是一项很花钱的业余爱好。
4. For low-income families, children’s safety equipment can be prohibitively expensive (= so expensive that most people cannot afford it ).
对于低收入家庭来说，儿童的安全设备贵得让人望而却步。
5. Employing the wrong builder can be a horribly expensive mistake.
用错建筑工人有时会是代价高昂的错误。
6. Her husband had expensive tastes (= liked expensive things ).
她丈夫喜欢的东西都很贵。
"
card,Employees must show their identity cards at the gate.,雇员在大门口必须出示自己的身份卡。,"n.卡片；纸牌；明信片
v.记于卡片上
","1. Employees must show their identity cards at the gate.
雇员在大门口必须出示自己的身份卡。
2. I haven’t got my membership card yet.
我还没拿到会员卡。
"
vast,The refugees come across the border in vast numbers.,大量难民涌过边境。,"adj.广阔的；巨大的；大量的；巨额的
n.浩瀚；广阔无垠的空间
","1. The refugees come across the border in vast numbers.
大量难民涌过边境。
2. In the past five years, there has been a vast improvement in graduation rates.
过去的五年内，毕业率大幅度提高。
"
originate,The technique was originated by an Italian artist.,这种技艺由一位意大利艺术家首创。,"v.引起；创作
","1. The technique was originated by an Italian artist.
这种技艺由一位意大利艺术家首创。
"
cheer,Everybody cheered when the firemen arrived.,消防员到达时，大家都欢呼起来。,"v.欢呼；使高兴；为…加油
n.欢呼；愉快；心情；令人愉快的事
","1. Everybody cheered when the firemen arrived.
消防员到达时，大家都欢呼起来。
2. The audience was shouting and cheering.
观众在呐喊欢呼。
3. The spectators cheered him wildly.
观众拼命为他加油。
"
addition,This is a fine book; a worthy addition to the series.,这是一本好书——是对这套丛书有价值的增补。,"n.添加；[数] 加法；增加物
","1. This is a fine book; a worthy addition to the series.
这是一本好书——是对这套丛书有价值的增补。
"
target,There is no target date for completion of the new project.,这个新的项目何时完工没有预定日期。,"n.目标；靶子
v.把……作为目标；规定……的指标；瞄准某物
","1. There is no target date for completion of the new project.
这个新的项目何时完工没有预定日期。
2. The government may fail to meet (= achieve ) its target of recycling 25% of domestic waste.
政府可能达不到回收利用25%的生活垃圾的目标。
3. Jiang set annual growth targets of 8–9%.
江确定了8%至9%的年增长目标。
"
deserve,What have I done to deserve this?,我做了什么事，要得到这样的报应？,"v.应受，应得
","1. What have I done to deserve this?
我做了什么事，要得到这样的报应？
2. I’m sorry for the kids. They deserve better (= deserve to be treated in a better way ) .
我为这些孩子感到难过，他们应该过得更好。
3. Ledley deserves a place in the team.
莱德利应该在队里占有一席之地。
4. Paula deserves a special mention for all the help she has given us.
应该特别提一下葆拉，她给了我们许多帮助。
5. I would never hit anyone, even if they deserved it.
我决不会打人，哪怕他欠揍。
6. What has he done to deserve this punishment ?
他做了什么，竟会受到这样的惩罚？
7. People who are sent to prison for drunk-driving get what they deserve .
那些醉酒驾车被送进监狱的人是罪有应得的。
"
constitution,The right to speak freely is written into the Constitution of the United States.,言论自由的权利被写入美国宪法。,"n.宪法；体制；章程；构造；建立，组成；体格
","1. The right to speak freely is written into the Constitution of the United States.
言论自由的权利被写入美国宪法。
"
appreciate,"Thanks ever so much for your help, I really appreciate it.",多谢你的帮助，我真的很感激。,"v.欣赏；感激；领会；鉴别
","1. Thanks ever so much for your help, I really appreciate it.
多谢你的帮助，我真的很感激。
2. I appreciate your concern , but honestly, I’m fine.
谢谢你关心，不过说真的，我很好。
3. I’d appreciate it if you let me get on with my job.
如果你能让我继续工作，我会非常感激。
"
consequently,"Most computer users have never received any formal keyboard training. Consequently, their keyboard skills are inefficient.",大多数的电脑使用者都没有经过正规的键盘操作训练，因此他们的键盘技巧不够熟练。,"adv.因此；结果；所以
","1. Most computer users have never received any formal keyboard training. Consequently, their keyboard skills are inefficient.
大多数的电脑使用者都没有经过正规的键盘操作训练，因此他们的键盘技巧不够熟练。
2. The molecules are absorbed into the bloodstream and consequently affect the organs.
这些分子被吸收到血液里，从而影响到器官。
"
cooperate,They agreed to co-operate with Brazil on a programme to protect the rain forests.,他们同意和巴西合作进行一个保护热带雨林的项目。,"v.合作，配合；协力
","1. They agreed to co-operate with Brazil on a programme to protect the rain forests.
他们同意和巴西合作进行一个保护热带雨林的项目。
"
feed,Feed the tomatoes once a week.,每周给番茄施一次肥。,"v.喂养；供给；放牧；抚养（家庭等）；靠…为生
n.饲料；饲养；（动物或婴儿的）一餐
","1. Feed the tomatoes once a week.
每周给番茄施一次肥。
"
crucial,The conservation of tropical forests is of crucial importance .,保护热带雨林至关重要。,"adj.重要的；决定性的；定局的；决断的
","1. The conservation of tropical forests is of crucial importance .
保护热带雨林至关重要。
"
director,The company is run by a board of directors (= a group of directors ) .,这家公司由董事会管理。,"n.主任，主管；导演；人事助理
","1. The company is run by a board of directors (= a group of directors ) .
这家公司由董事会管理。
"
length,We measured the length and width of the living room.,我们量了客厅的长和宽。,"n.长度，长；时间的长短；（语）音长
","1. We measured the length and width of the living room.
我们量了客厅的长和宽。
2. You’ll need several pieces of string of different lengths.
你需要几根长度不等的绳子。
"
succeed,"She wanted to be the first woman to climb Mount Qomolangma, and she almost succeeded.",她本想成为第一位登上珠穆朗玛峰的女性，而且差一点就成功了。,"v.成功；继承；继任；兴旺
","1. She wanted to be the first woman to climb Mount Qomolangma, and she almost succeeded.
她本想成为第一位登上珠穆朗玛峰的女性，而且差一点就成功了。
"
popular,Hilary was popular at school.,希拉里在学校里很受欢迎。,"adj.流行的，通俗的；受欢迎的；大众的；普及的
","1. Hilary was popular at school.
希拉里在学校里很受欢迎。
2. a popular holiday resort
人们喜欢的度假胜地
3. Coffee is probably the most popular drink in the world.
咖啡很可能是世界上最受欢迎的饮料。
"
warn,"‘Be careful, the rocks are slippery,’ Alex warned.",“小心，岩石很滑。”亚历克斯提醒说。,"v.警告，提醒；通知
n.(Warn)人名；(英)沃恩；(德)瓦恩
","1. ‘Be careful, the rocks are slippery,’ Alex warned.
“小心，岩石很滑。”亚历克斯提醒说。
"
voice,He recognized her voice instantly.,他立刻听出了她的声音。,"n.声音；嗓音；发言权；愿望
v.表达；吐露
","1. He recognized her voice instantly.
他立刻听出了她的声音。
2. I could hear angry voices.
我听到了愤怒的声音。
"
pretty,a pretty little girl,漂亮的小姑娘,"adj.漂亮的；可爱的；优美的
adv.相当地；颇
n.有吸引力的事物（尤指饰品）；漂亮的人
","1. a pretty little girl
漂亮的小姑娘
2. Maria looks much prettier with her hair cut short.
玛丽亚把头发剪短好看多了。
"
domestic,Unfortunately his domestic life wasn’t very happy.,不幸的是，他的家庭生活并不幸福。,"adj.国内的；家庭的；驯养的；一心只管家务的
n.国货；佣人
","1. Unfortunately his domestic life wasn’t very happy.
不幸的是，他的家庭生活并不幸福。
"
enthusiastic,an enthusiastic supporter of reform,改革的热心支持者,"adj.热情的；热心的；狂热的
","1. an enthusiastic supporter of reform
改革的热心支持者
"
rival,This gives the company a competitive advantage over its rivals.,这使该公司与其对手相比具有一项竞争优势。,"n.对手；竞争者
v.与…竞争；比得上某人
adj.竞争的
","1. This gives the company a competitive advantage over its rivals.
这使该公司与其对手相比具有一项竞争优势。
2. He finished 39 seconds ahead of his main rival .
他比主要对手早39秒到达终点。
3. She was 2 minutes faster than her nearest rival .
她比紧随其后的对手快两分钟。
4. a game against their old rivals , Manchester United
和他们的老对手曼联队的比赛
5. They still remain bitter rivals (= hate each other ) .
他们仍是死敌。
6. Their sales have now overtaken those of their arch-rival (= main or strongest rival ) .
他们的销售额现已超过了主要竞争对手。
"
chamber,a combustion chamber,燃烧室,"n.（身体或器官内的）室，膛；房间；会所
adj.室内的；私人的，秘密的
v.把…关在室内；装填（弹药等）
","1. a combustion chamber
燃烧室
2. The heart has four chambers.
心脏有四个腔。
"
electronic,electronic games,电子游戏,"adj.电子的
n.电子电路；电子器件
","1. electronic games
电子游戏
2. an electronic organizer (= a small piece of electronic equipment that you can use to record addresses, phone numbers etc )
电子记事本
"
controversy,a political controversy,政治争议,"n.争论；论战；辩论
","1. a political controversy
政治争议
2. the controversy surrounding Skinner’s theories
围绕斯金纳的理论的争议
3. (= began ) over the use of the chemicals on crops.
对庄稼施用化学品的做法引起了争论。
"
govern,the leaders who govern the country,治理这个国家的领导人,"v.管理；支配；统治；控制
n.(Govern)人名；(英)戈文
","1. the leaders who govern the country
治理这个国家的领导人
2. The party had been governing for seven months.
该党执政已经有七个月了。
"
compensate,"Because my left eye is so weak, my right eye has to work harder to compensate.",因为我左眼视力差，右眼就要辛苦点来弥补一下。,"v.补偿，赔偿；抵消
","1. Because my left eye is so weak, my right eye has to work harder to compensate.
因为我左眼视力差，右眼就要辛苦点来弥补一下。
"
subscribe,My main reason for subscribing to New Scientist is to keep abreast of advances in science.,我订阅《新科学家》的主要原因是要跟上科学的进步。,"v.订阅；捐款；认购；赞成；签署
","1. My main reason for subscribing to New Scientist is to keep abreast of advances in science.
我订阅《新科学家》的主要原因是要跟上科学的进步。
"
tolerate,We simply will not tolerate vigilante groups on our streets.,我们决不容许有自行惩办犯罪的组织出现在我们的街头。,"v.忍受；默许；宽恕
","1. We simply will not tolerate vigilante groups on our streets.
我们决不容许有自行惩办犯罪的组织出现在我们的街头。
"
annual,The school trip has become an annual event.,学校组织的旅行成了一年一度的活动。,"adj.年度的；每年的
n.年刊，年鉴；一年生植物
","1. The school trip has become an annual event.
学校组织的旅行成了一年一度的活动。
"
regret,It is with great regret that I must decline your offer.,很遗憾，我不得不谢绝你的好意。,"n.遗憾；抱歉；悲叹
v.后悔；惋惜；哀悼
","1. It is with great regret that I must decline your offer.
很遗憾，我不得不谢绝你的好意。
"
weak,The illness left her feeling weak.,疾病使她感到身体虚弱。,"adj.[经] 疲软的；虚弱的；无力的；不牢固的
","1. The illness left her feeling weak.
疾病使她感到身体虚弱。
2. Poor light produces weak plants.
光照不足，植物就生长不好。
3. The animal was weak from loss of blood.
那只动物因失血而虚弱无力。
"
switch,The terrorists will switch tactics .,恐怖分子会改变战术。,"v.转换；用鞭子等抽打
n.开关；转换；鞭子
","1. The terrorists will switch tactics .
恐怖分子会改变战术。
"
personality,"Despite their different personalities, they became the best of friends.",尽管个性不同，他们还是成了最好的朋友。,"n.个性；品格；名人
","1. Despite their different personalities, they became the best of friends.
尽管个性不同，他们还是成了最好的朋友。
2. Unfortunately, the illness can lead to changes in personality.
不幸的是，这种病会导致性格变化。
"
servant,Many young girls became domestic servants .,许多年轻姑娘成了家仆。,"n.仆人，佣人；公务员；雇工
","1. Many young girls became domestic servants .
许多年轻姑娘成了家仆。
"
extensive,The house stands in extensive grounds.,这栋房子占地面积很大。,"adj.广泛的；大量的；广阔的
","1. The house stands in extensive grounds.
这栋房子占地面积很大。
2. Fire has caused extensive damage to the island’s forests.
大火严重毁坏了岛上的森林。
3. the extensive use of pesticides
杀虫剂的大量使用
"
safe,She doesn’t feel safe in the house on her own.,她独自一人在家感到不安全。,"adj.安全的；可靠的；平安的
n.保险箱；冷藏室；纱橱
","1. She doesn’t feel safe in the house on her own.
她独自一人在家感到不安全。
2. Make sure you keep these documents safe .
你一定要妥善保管这些文件。
"
debt,He had enough money to pay off his outstanding debts.,他有足够的钱偿还亏欠的债务。,"n.债务；借款；罪过
","1. He had enough money to pay off his outstanding debts.
他有足够的钱偿还亏欠的债务。
2. students who run up huge debts
欠下巨额债务的学生
"
capture,Government troops have succeeded in capturing the rebel leader.,政府军已经成功抓获叛乱分子的头目。,"v.俘获；夺得；捕捉，拍摄,录制
n.捕获；战利品，俘虏
","1. Government troops have succeeded in capturing the rebel leader.
政府军已经成功抓获叛乱分子的头目。
2. 40 captured French soldiers
40名被俘虏的法国士兵
"
routine,John’s departure had upset their daily routine .,约翰的离去打乱了他们的日常生活。,"n.[计] 程序；日常工作；例行公事
adj.日常的；例行的
","1. John’s departure had upset their daily routine .
约翰的离去打乱了他们的日常生活。
2. Try to get into a routine (= develop a fixed order of doing things ) .
尽量养成一套习惯。
3. my daily exercise routine
我每天的锻炼习惯
4. Dressing is a task which we do every day as a matter of routine (= done regularly and not unusual ) .
穿衣打扮是我们每天必做的事情。
"
requirement,The refugees’ main requirements are food and shelter.,难民的主要需求是食物和住所。,"n.要求；必要条件；必需品
","1. The refugees’ main requirements are food and shelter.
难民的主要需求是食物和住所。
"
promising,a promising career in law,很有前途的法律职业,"adj.有希望的，有前途的
v.许诺，答应（promise的现在分词形式）
","1. a promising career in law
很有前途的法律职业
2. a promising young actor
大有前途的年轻演员
3. a promising start
良好的开端
"
extension,a loft extension,增建的阁楼,"n.延长；延期；扩大；伸展；电话分机
","1. a loft extension
增建的阁楼
"
trait,The study found that some alcoholics had clear personality traits showing up early in childhood.,这项研究发现一些酗酒者早在孩童时就表现出明显的个性特征。,"n.特性，特点；品质；少许
","1. The study found that some alcoholics had clear personality traits showing up early in childhood.
这项研究发现一些酗酒者早在孩童时就表现出明显的个性特征。
"
celebrate,It’s Dad’s birthday and we’re going out for a meal to celebrate.,今天是爸爸的生日，我们打算出去吃饭庆祝一下。,"v.庆祝；举行；赞美；祝贺；宣告
","1. It’s Dad’s birthday and we’re going out for a meal to celebrate.
今天是爸爸的生日，我们打算出去吃饭庆祝一下。
2. My folks are celebrating their 50th anniversary.
我父母正在庆祝他们结婚50周年。
3. We hope to give fans something to celebrate this season.
我们希望在本赛季能给球迷一些值得庆祝的事。
"
agenda,The Republicans have stuck to their conservative agenda.,共和党人坚持自己的保守议题。,"n.议程；日常工作事项；日程表
","1. The Republicans have stuck to their conservative agenda.
共和党人坚持自己的保守议题。
"
rapid,The patient made a rapid recovery.,病人迅速康复。,"adj.迅速的，急促的；飞快的；险峻的
n.急流；高速交通工具，高速交通网
","1. The patient made a rapid recovery.
病人迅速康复。
2. a period of rapid decline
迅速衰退期
3. He fired three times in rapid succession (= one after another ) .
他接连开了三枪。
"
hostile,Southampton fans gave their former coach a hostile reception .,南安普敦队的球迷对球队的前任教练很不友善。,"adj.敌对的，敌方的；怀敌意的
n.敌对
","1. Southampton fans gave their former coach a hostile reception .
南安普敦队的球迷对球队的前任教练很不友善。
2. Carr wouldn’t meet Feng’s stare, which was openly hostile .
卡尔不愿意面对冯公然敌视的目光。
3. his hostile attitude
他敌对的态度
"
hot,a hot curry,一种辛辣的咖喱,"adj.热的；辣的；热情的；激动的；紧迫的
adv.热；紧迫地
v.变热
n.(Hot)人名；(塞)霍特；(法)奥特
","1. a hot curry
一种辛辣的咖喱
"
previous,She has a teenage daughter from a previous marriage.,她有个出自前一次婚姻的十几岁的女儿。,"adj.以前的；早先的；过早的
adv.在先；在…以前
","1. She has a teenage daughter from a previous marriage.
她有个出自前一次婚姻的十几岁的女儿。
"
ambiguous,The language in the Minister’s statement is highly ambiguous.,部长的声明措辞很含糊。,"adj.模糊不清的；引起歧义的
","1. The language in the Minister’s statement is highly ambiguous.
部长的声明措辞很含糊。
"
acknowledge,The family acknowledge the need for change.,全家人都承认需要改变一下。,"v.承认；答谢；报偿；告知已收到
","1. The family acknowledge the need for change.
全家人都承认需要改变一下。
2. Claire acknowledged that she was guilty.
克莱尔承认有罪。
3. The government must acknowledge what is happening and do something about it.
对于目前的情况，政府必须承认其存在并对此采取措施。
4. ‘Maybe you are right,’ she acknowledged.
“也许你是对的。”她承认道。
5. This is a fact that most smokers readily acknowledge .
这是大多数烟民都愿意承认的事实。
"
margin,Someone had scribbled a note in the margin .,有人在页边写了条批注。,"n.边缘；利润，余裕；页边的空白
vt.加边于；加旁注于
","1. Someone had scribbled a note in the margin .
有人在页边写了条批注。
2. Use double spacing and wide margins to leave room for comments.
采用双倍行距和宽阔的页边空白，以便留出地方写评注。
"
profound,a profound sense of guilt,强烈的内疚感,"adj.深厚的；意义深远的；渊博的
","1. a profound sense of guilt
强烈的内疚感
"
proper,Everything was in its proper place (= where it should be ) .,每样东西都放在恰当的位置。,"adj.适当的；本身的；特有的；正派的
adv.完全地
n.(Proper)人名；(英、德)普罗珀
","1. Everything was in its proper place (= where it should be ) .
每样东西都放在恰当的位置。
2. the proper way to clean your teeth
正确的刷牙方法
3. The proper name for Matthew’s condition is hyperkinetic syndrome.
马修的病的恰当名称是多动症。
"
strategy,the government’s long-term economic strategy,政府的长期经济策略,"n.战略，策略
","1. the government’s long-term economic strategy
政府的长期经济策略
2. a company’s business strategy
公司的经营策略
"
secret,I can’t tell you. It’s a secret .,我不能告诉你，这是个秘密。,"n.秘密；秘诀；机密
adj.秘密的；机密的
","1. I can’t tell you. It’s a secret .
我不能告诉你，这是个秘密。
2. It was no secret that the two men hated each other.
这两个男人相互仇视，这算不得什么秘密。
3. Don’t worry. Your secret is safe with me (= I won’t tell anyone about it ) .
别担心，我会替你保守秘密。
"
aggravate,Their money problems were further aggravated by a rise in interest rates.,由于利率上调，他们的财务问题更加严重。,"v.加重；使恶化；激怒
","1. Their money problems were further aggravated by a rise in interest rates.
由于利率上调，他们的财务问题更加严重。
2. Building the new road will only aggravate the situation .
建造那条新路只会使情况恶化。
"
fat,Are you suggesting I’m too fat?,你是不是在说我太胖了？,"adj.肥的，胖的；油腻的；丰满的
n.脂肪，肥肉
v.养肥；在…中加入脂肪
","1. Are you suggesting I’m too fat?
你是不是在说我太胖了？
2. a short fat man in his early fifties
一个五十岁出头的矮胖男人
3. You’ll get fat if you eat all that chocolate.
如果你把那些巧克力都吃了，就会变胖的。
4. He looks much fatter than in his photo.
他看上去比相片上胖多了。
"
display,This time the display flashed a red warning signal.,这次显示器上闪烁着红色的警报信号。,"n.显示；炫耀
v.显示；表现；陈列
adj.展览的；陈列用的
","1. This time the display flashed a red warning signal.
这次显示器上闪烁着红色的警报信号。
"
lean,trees leaning in the wind,在风中东倒西歪的树木,"v.倾斜；倚靠；倾向；依赖
adj.瘦的；贫乏的，歉收的
n.瘦肉；倾斜；倾斜度
","1. trees leaning in the wind
在风中东倒西歪的树木
"
venture,...a Russian-American joint venture.,…一个俄美合资的风险项目。,"v.敢于
n.企业；风险；冒险
","1. ...a Russian-American joint venture.
…一个俄美合资的风险项目。
"
carrier,"carriers of the lung disease, TB",肺结核病菌的携带者,"n.[化学] 载体；运送者；带菌者；货架
","1. carriers of the lung disease, TB
肺结核病菌的携带者
"
literally,Dad was literally blazing with anger.,爸爸简直是火冒三丈。,"adv.照字面地；逐字地；不夸张地；正确地；简直
","1. Dad was literally blazing with anger.
爸爸简直是火冒三丈。
"
evade,You can’t go on evading your responsibilities in this way.,你不能这样继续逃避责任。,"v.逃避；规避；逃脱
","1. You can’t go on evading your responsibilities in this way.
你不能这样继续逃避责任。
2. You’re simply trying to evade the problem.
你根本是在设法逃避问题。
"
communicate,We communicated mostly by e-mail.,我们主要是用电子邮件沟通。,"v.通讯，传达；相通；交流；感染
","1. We communicated mostly by e-mail.
我们主要是用电子邮件沟通。
"
strike,"She fell heavily, striking her head against the side of the boat.",她重重地摔倒，头撞在船舷上。,"v.打，打击；罢工；敲，敲击；抓；打动；穿透
n.罢工；打击；殴打
","1. She fell heavily, striking her head against the side of the boat.
她重重地摔倒，头撞在船舷上。
2. A snowball struck him on the back of the head.
一个雪球打中他的后脑勺。
3. Several cars were struck by falling trees.
几辆车被倒下的树砸中。
4. The last rays of the setting sun struck the windows.
落日的最后一缕阳光照在窗户上。
"
alter,Her face hadn’t altered much over the years.,过了这么多年，她的容貌并没有多大改变。,"v.改变，更改
n.(Alter)人名；(英)奥尔特；(德、捷、葡、爱沙、立陶、拉脱、俄、西、罗、瑞典)阿尔特
","1. Her face hadn’t altered much over the years.
过了这么多年，她的容貌并没有多大改变。
2. The city centre has altered beyond recognition (=  changed very much  ) .
市中心变得都认不出来了。
3. Nothing can alter the fact that the refugees are our responsibility.
我们有责任帮助难民，这一事实无法改变。
"
arise,A crisis has arisen in the Foreign Office.,外交部出现了危机。,"v.出现；上升；起立
n.(Arise)人名；(西)阿里塞；(日)在濑(姓)
","1. A crisis has arisen in the Foreign Office.
外交部出现了危机。
2. More problems like those at the nuclear power plant are certain to arise.
核电厂肯定还会出现那样的问题。
"
youth,a gang of youths,一伙少年,"n.青年；青春；年轻；青少年时期
","1. a gang of youths
一伙少年
"
famous,a famous actor,著名演员,"adj.著名的；极好的，非常令人满意的
","1. a famous actor
著名演员
2. Many famous people have stayed in the hotel.
许多名人都曾下榻这家酒店。
3. The Eiffel Tower is a famous landmark (= a famous place or building that is easy to recognize ) .
埃菲尔铁塔是著名的地标。
4. Da Vinci’s world-famous portrait of the Mona Lisa
达•芬奇的那幅闻名世界的肖像画《蒙娜丽莎》
"
