word,trans,example
procession,"n.队伍,行列
","1. They marched in procession to the Capitol building.
他们列队向国会大厦行进。
"
bath,"n.沐浴,洗澡；浴缸，澡盆
v.(给…)洗澡
","1. After a week of camping, I really needed a bath.
我露营了一个星期，实在得洗个澡了。
2. ...a gigantic pink marble bath.
…一个巨大的粉红色大理石浴缸。
3. I’ll bath the children.
我要给孩子们洗澡了。
"
furious,"adj.狂怒的,狂暴的,猛烈的
","1. She was absolutely furious .
她怒不可遏。
"
conspiracy,"n.阴谋，密谋，共谋
","1. There were many conspiracy theories (= beliefs that something is the result of a conspiracy ) surrounding Princess Diana’s death.
围绕戴安娜王妃之死有许多阴谋论。
"
intellectual,"n.知识分子
adj.智力的，理智的，有理解力的
","1. a leading British intellectual
一位顶尖的英国知识分子
2. High levels of lead could damage the intellectual development of children. 。
高含铅量会损害儿童的智力发育。
"
calcium,"n.钙(化学符号Ca)
","1. What you eat and drink, from childhood on, is critical to the amount of calcium in your bones.
从儿童时期起，你所吃的食物和饮用的饮料，对骨骼中的钙含量都是很关键的。
"
sentiment,"n.意见，观点，感想；多愁善感；感情因素
","1. Similar sentiments were expressed by many politicians.
许多政治家都表达了相同的观点。
2. There’s no place for sentiment in business!
做生意哪能感情用事！
"
provision,"n.提供，供给；预备
","1. He made provisions for his wife and his children in his will.
在遗嘱里他为妻子和孩子都做好了安排。
"
anticipate,"v.预料；期望；预先考虑；抢先；提前使用
","1. Sales are better than anticipated.
销量比预期要好。
2. Daniel was eagerly anticipating her arrival.
丹尼尔热切地期待着她的到来。
3. Copernicus anticipated in part the discoveries of the 17th and 18th centuries.
17和18世纪的发现中有一部分早为哥白尼所发现。
"
progressive,"adj.进步的,先进的;前进的
","1. a progressive administration
进步的政府
2. progressive and forward-looking policies
有前瞻性的进步政策
"
documentary,"adj.文献的
n.记录片
","1. One of the most useful sources of documentary evidence is maps.
最有价值的文献证据之一就是地图。
2. ...a TV documentary on homelessness.
…一部关于无家可归现象的电视记录片。
"
inclusive,"adj.包括的,包含的；范围广的
","1. The fully inclusive fare for the trip is £22.
这次出行的全部费用为22英镑。
2. Not everyone shares his vision of an inclusive America.
不是所有人都同意他的观点，认为美国是个包容性很强的国家。
"
isle,"n.小岛(用于诗歌中)
","1. the British Isles
不列颠群岛
"
disposal,"n.丢弃，处理
","1. bomb disposal experts
拆弹专家
"
grand,"adj.宏伟的，壮丽的，隆重的
","1. a grand country house
豪华的乡间大宅
2. Henry Luce had a grand design for America’s future.
亨利·卢斯为美国的未来设计了一幅宏伟蓝图。
"
bar,"n.条,杆,闩;酒吧;栅,障碍(物)
v.阻挡，阻拦
","1. a chocolate bar
一条巧克力
2. The hotel has a licensed bar .
宾馆里有一家有售酒许可证的酒吧。
3. houses with bars across the windows
窗户上钉有铁条的房屋
4. She ran back, but Francis barred her way .
她往回跑，可是弗朗西斯拦住了她。
"
prospective,"adj.预期的
","1. The story should act as a warning to other prospective buyers.
这篇报道应该可以对其他可能的购买者起到警告作用。
"
romance,"n.爱情；恋爱
","1. The romance had gone out of their relationship.
他们之间已经没有了爱意。
"
supervise,"v.管理,监督
","1. Griffiths closely supervised the research.
格里菲思密切指导该项研究。
"
medicine,"n.内服药,医药；医术;医学
","1. Medicines should be kept out of the reach of children.
药应放在孩子够不到的地方。
2. Have you been taking your medicine ?
你一直在服药吗？
3. the remarkable achievements of modern medicine
现代医学的非凡成就
"
verse,"n.〔歌曲、诗歌、《圣经》等的〕一节；韵文,诗;诗节,诗句
","1. Let’s sing the last verse again.
我们把最后一节再唱一遍吧。
2. Learn the first two verses of the poem by heart.
把这首诗的头两节背下来。
3. a book of comic verse
一本滑稽诗集
"
effect,"n.效应；影响；结果
v.引起；使发生
","1. the long-term effects of the drug
这种毒品的长期影响
2. I could feel the effects of the thin mountain air.
我能感觉到山上稀薄空气产生的影响。
3. This ingredient also has the effect of making your skin look younger.
这种成分还有使皮肤看上去更年轻的效果。
4. A system failure has a knock-on effect throughout the whole hotel.
系统故障会给整个酒店带来连锁反应。
5. the cumulative effect of human activities on the global environment
人类活动对全球环境日积月累的影响
6. A much lower dose of the painkiller can still produce the desired effect.
大量减少该止痛药的服用剂量依然能产生预期的效果。
7. In mental illness, there is a complex relationship between cause and effect.
精神疾病有复杂的因果关系。
8. Many parents lack confidence in their ability to effect change in their children’s behaviour.
许多父母对自己是否有能力改变子女的行为缺乏信心。
"
aggressive,"adj.侵略的，好斗的；有进取心的
","1. Jim’s voice became aggressive.
吉姆的声音凶了起来。
2. A successful businessman has to be aggressive.
成功的实业家必须得有股冲劲。
"
art,"n.美术，艺术；技术，技艺；文科，人文科学
","1. the Museum of Modern Art in New York
纽约现代艺术博物馆
2. an art exhibition
艺术作品展
3. Television is ruining the art of conversation.
电视在糟蹋会话艺术。
4. ...arts and social science graduates.
…人文与社会科学的毕业生们。
"
month,"n.月,月份
","1. I hope I’ll have finished the work by the end of the month .
我希望我这个月底能完成工作。
2. She earns about £350 a month (= each month ) .
她每月约挣350英镑。
3. We update the schedule at least once a month.
我们至少每月更新一次日程表。
"
diverse,"adj.多种多样的,不同的
","1. subjects as diverse as pop music and archaeology
像流行音乐和考古学这样各不相同的学科
"
curtain,"n.窗帘,门帘；幕(布)
v.用帘子隔开
","1. red velvet curtains
红色的丝绒窗帘
2. Before the curtain went up, the dancers took their places on stage.
幕拉起之前，舞蹈演员都在舞台上站好了位置。
3. The room was curtained off by red drapes.
这个房间被红帘子隔开了。
"
recover,"v.重新获得；(from)恢复,痊愈
","1. Four paintings stolen from the gallery have been recovered.
美术馆的四幅被盗画作已经失而复得。
2. He’s in hospital, recovering from a heart attack.
他心脏病发作住院了，正在康复之中。
"
possibly,"adv.可能，也许，或许
","1. This last task is possibly the most difficult.
这最后一项任务也许是最难的。
2. It will take three weeks, possibly longer.
要花三个星期，也许更久。
3. ‘Will you be here tomorrow?’ ‘Possibly.’
“你明天到这儿来吗？”“也许吧。”
4. ‘Was it murder?’ ‘ Quite possibly (= it is very likely ) .’
“是谋杀吗？”“很可能是。”
"
middle,"n.中间,当中
adj.中间的,当中的
","1. We rowed out towards the middle of the lake.
我们朝湖中央划去。
2. driving in the middle lane of the motorway
在高速公路的中间车道上行驶
"
illustration,"n.插图，图解；说明；例证
","1. The book contains 62 pages of illustrations.
这本书有62页插图。
2. a striking illustration of 19th-century attitudes to women
19世纪时对待女性态度的鲜明例证
"
equip,"v.(with)装备,配备；训练
","1. They spent a lot of money equipping the school with new computers.
他们花了很多钱给学校配备新计算机。
2. Relative poverty, however, did not prevent Martin from equipping himself with an excellent education.
然而相对的贫穷并没有妨碍马丁接受良好教育。
"
market,"n.集市,市场；销路,需求(量)
v.销售
","1. I usually buy all my vegetables at the market.
我通常都是在菜市场里购买蔬菜。
2. There’s a good antiques market here on Sundays.
每逢周日这里都会有一个不错的古玩集市。
3. If you could ever figure out how to market this you’d make a fortune..
如果能想出办法来推销这个东西，你就发财了。
"
sister,"n.姐，妹；护士长；修女，女教士
","1. Janet and Abby are sisters.
珍妮特和阿比是两姐妹。
2. the ward sister
病房护士长
3. Good morning, Sister Mary.
早上好，玛丽修女。
"
generous,"adj.慷慨的；宽宏大量的
","1. She’s always very generous to the kids.
她对小孩总是很大方。
2. She was generous enough to overlook my little mistake.
她非常宽宏大量，不计较我的小过失
"
democracy,"n.民主,民主制；民主国家
","1. a return to democracy after 16 years of military rule
16年军人统治后民主制度的恢复
2. a parliamentary democracy
议会民主制国家
"
sometime,"adv.将来(或过去)某个时候
adj.以前的
","1. The sales figures won't be released until sometime next month.
销售数据要到下个月的某个时候才会公布。
2. Sir Richard Marsh, the sometime chairman of British Rail
理查德•马什爵士，英国铁路公司前董事长
"
consist,"v.(in)在于；(of)由…组成,由…构成
","1. Happiness does not consist in how many possessions you own.
幸福不在于你拥有多少财产。
2. My diet consisted almost exclusively of chocolate-covered cookies and glasses of milk.
我的饮食几乎只包含裹上巧克力的曲奇饼和一杯杯牛奶。
"
temporary,"adj.暂时的,临时的
","1. temporary pain relief
疼痛的暂时缓解
2. I’m living with my parents, but it’s only temporary.
我和父母住在一起，但这只是暂时的。
3. You might want to consider temporary work until you decide what you want to do.
在你定下来想做什么之前，也许可以考虑干点临时性工作。
4. She was employed on a temporary basis .
她是受雇干临时性工作的。
"
incidentally,"adv.附带地,顺便提及
","1. Incidentally, where were you born?
顺便问一下，你在哪儿出生的？
2. The wine, incidentally, goes very well with a mature cheese.
顺便说一下，这种葡萄酒配熟干酪味道很好。
"
architect,"n.建筑师；设计师；缔造者；创造者
","1. They commissioned an architect to design the new library.
他们委托一位建筑师设计这座新图书馆。
2. Tinoco was one of the architects of the government’s economic reforms.
蒂诺科是政府经济改革的设计师之一。
"
movement,"n.运动；活动；移动,迁移
","1. the civil rights movement of the 1960s
20世纪60年代的民权运动
2. the dancer’s graceful movements
舞蹈演员优美的动作
3. They actually monitor the movement of the fish going up river.
他们实际上在观测鱼向上游的迁移活动。
"
municipal,"adj.市政府的，市的，市办的
","1. The municipal authorities gave the go-ahead for the march.
市政当局批准了此次游行。
2. ...next month's municipal elections.
…下个月的市政选举。
"
Catholic,"adj.天主教的
n.天主教徒
","1. ...the Catholic Church.
…天主教会。
2. At least nine out of ten Mexicans are baptized Catholics.
至少十分之九的墨西哥人是受过洗礼的天主教徒。
"
generate,"v.产生,发生
","1. a useful technique for generating new ideas
能产生新创意的有用技术
2. The program would generate a lot of new jobs.
这个项目将创造许多新的就业岗位。
"
simplicity,"n.简单,简易;朴素;直率,单纯
","1. Mona wrote with a beautiful simplicity of style.
莫娜的文笔朴实优美。
2. For the sake of simplicity, the tax form is divided into three sections.
为简明起见，税单分成三个部分。
3. James’ solution to this problem was simplicity itself (= very simple ) .
詹姆斯对这个问题的解决办法十分简单。
"
absent,"adj.缺席的；缺乏的，不在场的；心不在焉的
","1. students who are regularly absent from school
经常缺课的学生
2. plans to force absent fathers to pay child maintenance
强制不和小孩生活在一起的父亲支付抚养费的计划
3. The dull, absent look on her face implied boredom.
她脸上呆滞、茫然的神情说明她觉得无聊了。
"
except,"prep.除…之外
v.除外
","1. The office is open every day except Sundays.
办事处除星期天之外天天开门。
2. High technology equipment would be excepted from any trade agreement.
任何贸易协定都不会把高科技设备包括在内。
"
privilege,"n.特权,优惠,特许
v.给予优惠,给予特权
","1. He had no special privileges and was treated just like every other prisoner.
他不享受特权，待遇和任何其他犯人一样。
"
vacant,"adj.空的,未占用的;空缺的;神情茫然的；空缺的；神情茫然的
","1. Only a few apartments were still vacant.
只有几套公寓仍然空着。
2. The position of chairman has been vacant for some time.
主席的职位已经空缺一段时间了。
3. She had a kind of vacant look on her face.
在她脸上有一种茫然的表情。
"
account,"n.叙述，说明；账目，账户
v.说明，解释
","1. Chomsky’s account of how children learn their first language
乔姆斯基关于儿童如何学习第一语言的描述
2. My salary is paid into my bank account
我的工资直接存入我的银行账户。
3. Can you account for your movements on that night?
你能说明一下你那天晚上的行踪吗？
"
clothes,"n.衣服(虽为复数，亦不可数)
","1. What sort of clothes was he wearing?
他穿着什么样的衣服？
2. I showered and put on clean clothes.
我淋浴后穿上干净的衣服。
3. He was still in his work clothes.
他仍然穿着工作服。
4. a clothes shop
服装店
"
evidence,"n.证据，证明；证据，证词
","1. At present we have no evidence of life on other planets.
目前我们还没有其他行星上存在生命的证据。
2. Murrow’s evidence was enough to convict Hayes of murder.
默罗的证词足以证明海斯犯了谋杀罪。
"
community,"n.社区；团体
","1. The new arts centre will serve the whole community.
这座新的艺术中心将为整个社区服务。
2. different ethnic communities
不同的少数民族团体
"
cloth,"n.织物,衣料；(一块)布
","1. a dress of the finest silk cloth
最上乘的真丝面料做的连衣裙
2. She mopped her face with a wet cloth.
她用一块湿布擦脸。
"
eventually,"adv.终于,最后
","1. He eventually escaped and made his way back to England.
他终于逃脱并返回英格兰。
2. Eventually, she got a job and moved to London.
最终，她找到了工作并移居伦敦。
"
appal,"v.使惊骇，使恐怖
","1. The way we kill animals appals a lot of people.
我们屠杀动物的方式令许多人震惊。
2. The decision to execute the two men has appalled many politicians.
处死那两名男子的判决令许多从政者震惊。
"
classify,"v.分类；分等(级)
","1. We’d classify Drabble’s novels under ‘Romance’.
我们把德拉布尔的小说归类为“言情小说”。
2. Families are classified according to the father’s occupation.
各个家庭按父亲的职业分类。
"
division,"n.分,分割；除法；部门
","1. the traditional division of labour (= the way that particular tasks are shared ) between husband and wife
夫妻之间传统的分工
2. the division sign (÷)
除号
3. the Computer Services Division
电脑维修部
"
mankind,"n.人类
","1. Since earliest times, mankind has been fascinated by fire.
人类自远古以来就对火很感兴趣。
2. one of the most important events in the history of mankind
人类历史上最重要的事件之一
"
solitary,"adj.单一的，唯一的；单独的，无伴的；喜欢独处的，不喜与人接触的
","1. the solitary goal of the match
这场比赛的唯一入球
2. a long, solitary walk
独自一人的长距离散步
3. Pandas are solitary creatures.
熊猫是喜欢独处的动物。
"
method,"n.方法,办法
","1. traditional teaching methods
传统的教学法
2. I think we should try again using a different method.
我想我们应该用不同的方法再试一次。
3. effective methods for the storage and retrieval of information
信息存储和检索的有效方法
"
anniversary,"n.周年，周年纪念日
","1. Jack and Kim celebrated their twentieth wedding anniversary in January.
1月，杰克和金庆祝了他们的结婚20周年纪念日。
"
occur,"v.发生；出现
","1. A third of accidental deaths occur in the home.
有三分之一的意外死亡发生在家里。
2. These snails do not occur on low-lying coral islands.
这些蜗牛不会出现在低洼的珊瑚岛上。
"
support,"v.支撑；支持；赡养；维持
n.支持；拥护；赞同
","1. The middle part of the bridge is supported by two huge towers
桥的中部由两个巨型桥塔支撑
2. We strongly support the peace process.
我们大力拥护和平进程。
3. I have a wife and two children to support .
我要养活妻子和两个孩子。
4. This land can’t support many cattle.
这块土地养不了很多牛。
5. Local people have given us a lot of support in our campaign.
当地人对我们的活动给予了大力支持。
"
expense,"n.花费,消费,消耗
","1. He borrowed £150,000 and used the money for legal expenses.
他借了15万英镑用于支付律师费。
2. Conference rooms were equipped at great expense.
装备会议室花费巨大。
"
approximate,"adj.近似的
v.(to)接近
","1. What is the approximate number of students in each class?
每个班大致有多少学生？
2. This figure approximates to a quarter of the UK’s annual consumption.
这个数字接近英国年消耗量的四分之一。
"
beneficial,"adj.(to)有利的,有益的
","1. a drug that has a beneficial effect on the immune system
有益于免疫系统的一种药物
2. an arrangement that is mutually beneficial
一项互惠互利的协定
"
disgrace,"n.丢脸，耻辱
v.使失宠;玷辱,使蒙羞
","1. Smith faced total public disgrace after the incident.
事情发生之后，史密斯声名狼藉。
2. His actions brought disgrace on the family.
他的行为让家人蒙羞。
3. How could you disgrace us all like that?
你怎么能这样丢我们大家的脸呢？
"
vocation,"n.职业;召唤;天命;天职;才能
","1. a strong sense of vocation
强烈的使命感
2. Her vocation is her work as an actress.
她适合的职业就是当演员。
"
certainly,"adv.一定,必定,无疑；当然,行
","1. I certainly never expected to become a writer.
我当然从未期望自己成为一名作家。
2. They’re certainly not mine.
这些东西肯定不是我的。
3. The girl was almost certainly murdered.
几乎可以肯定，这个女孩是被人谋杀的。
4. ‘Can I come along?’ ‘Certainly.’
“我可以一起去吗？”“当然可以。”
"
general,"adj.总的,大体的；一般的,普通的
n.将军
","1. a general introduction to computing
计算机应用概论
2. I skimmed through it to get a general impression of the text.
我把文章浏览了一下，让自己有个大致的了解。
3. general cooking and cleaning
一般的做饭和清洁工作
4. The General's visit to Sarajevo is part of preparations for the deployment of extra troops.
那位将军对萨拉热窝的访问是为部署更多军队所做的准备工作的一部分。
"
basket,"n.筐，篮，篓
","1. a shopping basket
购物篮
2. a basket full of vegetables
装满蔬菜的篮子
"
accustomed,"adj.习惯的，适应的(一般作表语)；惯常的
","1. We were accustomed to working together.
我们习惯了一起工作。
2. The pans were in their accustomed places.
那些锅在老地方。
"
composite,"adj.混合成的，综合成的
n.合成物，复合材料
","1. The author builds up a useful compo-site picture of contemporary consumer culture.
作者勾勒出了一幅实用的当代消费文化全景图。
2. The child’s character was a composite of two girls I knew.
这孩子的性格综合了我认识的两个女孩的个性。
"
oblige,"v.强迫,迫使
","1. The minister was obliged to report at least once every six months.
这位大臣必须至少每六个月作一次汇报。
"
diameter,"n.直径
","1. ...a tube less than a fifth of the diameter of a human hair.
…一根直径不到头发五分之一的微管。
"
acceptance,"n.正式接受；接纳；接受，赞同，赞成，认可
","1. He wrote a letter of acceptance (=  a letter in which you agree to accept a job, university place etc  ) to the university.
他给那所大学写了一封接受函。
2. Acceptance by their peer group is important to most youngsters.
对大多数年轻人来说，为同辈所接纳是很重要的。
3. the acceptance of Einstein’s theory
对爱因斯坦理论的认同
"
artificial,"adj.人工的，人造的；人为的；虚伪的，做作的
","1. artificial flowers
假花
2. artificial light
人造光
3. artificial distinctions
人为差别
4. an artificial smile
假笑
"
cattle,"n.牛〔指菜牛或奶牛〕
","1. herds of cattle
成群的牛
2. a cattle rancher
牧牛场场主
"
protect,"v.(from)保护,保卫
","1. Are we doing enough to protect the environment?
我们在保护环境方面做得够吗？
"
banner,"n.旗(帜)
","1. She’d never felt the need to carry the banner of feminism.
她从来都不觉得有必要打出女权主义的旗号。
"
divide,"v.分；隔开；(by)除
","1. The physical benefits of exercise can be divided into three factors.
锻炼对身体的好处可以分成3个方面。
2. The Wall used to divide East and West Berlin.
过去这堵墙把东、西柏林隔开。
3. If you divide 21 by 3, you get 7.
21 除以3得7。
"
pet,"n.宠物
adj.钟爱的 (理论、项目、学科等)
","1. They have two pets – a cat and a dog.
他们有两只宠物，一只猫和一只狗。
2. We weren’t allowed to keep pets at school.
学校里不许我们养宠物。
3. Rabbits make good pets .
兔子是很好的宠物。
4. a pet shop
宠物商店
5. He would not stand by and let his pet project be killed off.
他不会袖手旁观，任由自己钟爱的项目被否决。
"
systematic,"adj.(al)系统的,有组织的
","1. They went about their business in a systematic way.
他们按部就班地做生意。
"
capture,"v.俘虏；夺得,攻占；捕获
n.捕获,俘虏；夺得,攻占
","1. Government troops have succeeded in capturing the rebel leader.
政府军已经成功抓获叛乱分子的头目。
2. The town was captured after a siege lasting ten days.
经过十天的围攻，该镇终于被攻陷。
3. The tiger was finally captured two miles outside the village.
这只老虎终于在村外两英里的地方被捕获了。
4. The two soldiers somehow managed to avoid capture.
这两名士兵设法躲过了抓捕。
5. the capture of Jerusalem in 1099
1099年攻占耶路撒冷
"
loyal,"adj.(to)忠诚的,忠贞的
","1. a loyal supporter of the team
球队的忠实支持者
2. her many years of loyal service to the company
她在公司多年的忠诚服务
3. loyal customers
忠实客户
"
tiny,"adj.极小的,微小的
","1. a tiny community in the Midwest
中西部地区一个极小的社区
2. The earrings were tiny.
耳环很小。
3. a tiny little baby
丁点大的婴儿
4. She always felt a tiny bit sad.
她总是感到一丝悲伤。
5. Bad teachers are a tiny minority .
差老师只占极少数。
6. tiny pieces of paper
碎纸屑片
"
system,"n.系统，体系；制度；一套办法
","1. an alarm system
警报系统
2. a well-designed heating system
设计良好的供暖系统
3. I don’t understand your filing system.
我不明白你们的归档方法。
4. We’ve got a good system for dealing with complaints from customers.
我们有一套处理顾客投诉的良好制度。
"
dispose,"v.(for)布置,安排；(of)处理,处置
","1. Chinese vases are disposed around the gallery.
中国花瓶摆放在展馆四周。
2. an incinerator built to dispose of toxic waste
为处理有毒废料建造的一座焚化炉
"
commonplace,"adj.常见的，屡见不鲜的
n.寻常的事物；平庸的东西
","1. Inter-racial marriages have become commonplace.
不同种族间的通婚已经变得很常见。
2. Women’s groups have become a commonplace.
妇女团体已经成了常见事物。
"
manner,"n.方式;举止;(pl.)风度,礼貌;规矩;风俗
","1. He felt some guilt over the manner of her death.
她以这种方式死去，他心里有些内疚。
2. She has a calm relaxed manner.
她举止镇定而从容。
3. His manners were impeccable .
他的礼仪无可挑剔。
4. a book about the life and manners of Victorian London
一本关于维多利亚时期伦敦的生活和习俗的书
"
fierce,"adj.凶猛的,残忍的；狂热的,强烈的
","1. fierce guard dogs
凶猛的看门狗
2. fierce fighting in the city
城里的激烈战斗
"
invitation,"n.邀请,招待；请柬
","1. an invitation to speak at a scientific conference.
在科学大会上发言的邀请
2. We sent out more than 300 wedding invitations.
我们发出了超过300份婚礼请柬。
"
policeman,"n.警察
","1. He tried to corrupt the policeman with money.
他设法用金钱向警察行贿。
2. The thief withered under the stare of the policeman.
小偷在警察的逼视下显得惶恐不安。
3. I think he must be a policeman, he keeps fishing for information.
我想他肯定是警察，他不断地转弯抹角地打听消息。
"
product,"n.产品；产物
","1. The London factory assembles the finished product .
伦敦工厂组装成品。
2. He works in marketing and product development.
他从事营销和产品开发。
3. Paula was the product of a sheltered middle-class home.
葆拉是备受呵护的中产阶级家庭的产物。
"
reject,"v.拒绝,抵制,丢弃,排斥,退掉
n.落选者
","1. Sarah rejected her brother’s offer of help.
萨拉拒绝了她弟弟的帮助。
2. It’s obvious why his application was rejected.
他申请被拒的原因很明显。
3. If inspectors find a defective can, the batch is rejected.
如果质检员发现一个罐头有瑕疵，那么这一批货就会被废弃。
4. They felt that they were society’s rejects.
他们感到自己是社会的弃儿。
"
legal,"adj.法律的,法定的;合法的,正当的
","1. What the company has done is perfectly legal.
公司所做的这一切完全合法。
2. plans to make the carrying of identity cards a legal requirement
使携带身份证成为法定要求的计划
3. He had twice the legal limit of alcohol in his bloodstream.
他血液中的酒精含量是法定限度的两倍。
4. a pressure group that is campaigning to make cannabis legal
争取大麻合法化的压力团体
"
cap,"n.便帽,军帽；盖,罩,套
v.覆盖于…顶端
","1. a baseball cap
棒球帽
2. a bottle cap
瓶盖
3. a graceful tower capped with a golden dome
一座漂亮的金色圆顶塔
"
monitor,"n.监视器；显示器；班长
v.监控,监测
","1. She was staring at her computer monitor.
她注视着电脑显示屏。
2. He was elected monitor.
他当选为班长。
3. The temperature is carefully monitored .
温度受到仔细的监控。
"
form,"n.形状；形状；表格
v.组成,构成；形成
","1. We oppose racism in all its forms.
我们反对各种形式的种族主义。
2. The female form is a thing of beauty.
女性形体是一种美。
3. Application forms are available from the college.
可向学院索取申请表。
4. The winning party will form the government.
获胜的党派将组建政府。
5. By midnight ice was already forming on the roads.
到了午夜，路面已开始结冰。
"
absolute,"adj.完全的；绝对的；确实的，肯定的
","1. I have absolute confidence in her.
我对她充满信心。
2. Some of the stuff on TV is absolute rubbish.
电视上播放的有些东西简直就是垃圾。
3. We need absolute proof that he took the money.
我们需要确凿的证据，证明他拿了钱。
"
country,"n.国家；农村,乡下
","1. the Scandinavian countries
斯堪的纳维亚国家
2. developing countries
发展中国家
3. I’ve always wanted to live in the country.
我一直想住在乡下。
"
movie,"n.电影；电影院
","1. It was like one of those old John Wayne movies.
这部电影有点像约翰•韦恩演的一部老片子。
2. We took the kids to the movies .
我们带孩子们去看电影。
"
cripple,"n.跛子,残疾人
v.使跛,使残疾
","1. She has gone from being a healthy, fit, and sporty young woman to being a cripple.
她从一个健康、强壮、爱好体育运动的年轻姑娘变成了一个残疾人。
2. She was crippled in a car accident.
她在一次车祸中成了瘸子。
"
procedure,"n.程序,手续,步骤
","1. On board, we were given the usual talk on safety procedures (= what to do if an accident happens, or to prevent an accident ) .
在飞机上，我们听了例行的飞行安全讲解。
"
terminate,"v.(使)结束，(使)停止
","1. The court ruled that the contract must be terminated.
法庭裁决该合同必须终止。
2. a woman’s decision on whether or not to terminate the pregnancy
女子关于是否终止妊娠的决定
"
curve,"n.曲线,弯曲(物)
v.弄弯,成曲形
","1. a sweeping curve of railroad track
铁轨的大弧线
2. The track curved round the side of the hill.
小路弯弯曲曲，依山盘旋。
"
religion,"n.宗教,信仰
","1. The U.S. Constitution promises freedom of religion.
美国宪法保证宗教信仰自由。
2. a course on philosophy and religion
关于哲学和宗教的课程
"
invalid,"n.病人,伤残人
adj.无效的
","1. I resented being treated as an invalid.
我讨厌别人把我当病人看待。
2. Without the right date stamped on it, your ticket will be invalid.
票上若没有加盖正确日期就是废票。
"
effective,"adj.有效的；有生效的
","1. The cheaper drugs are just as effective in treating arthritis.
较便宜的药品对治疗关节炎同样有效。
2. the painting’s highly effective use of colour
绘画中得心应手的色彩运用
3. Training is often much less effective than expected.
训练的效果往往远低于预期。
4. The cut in interest rates is effective from Monday.
利率下调从星期一起生效。
"
predominant,"adj.(over)占优势的;主要的,突出的
","1. the predominant group in society
社会中的主导群体
2. In this painting, the predominant colour is black.
这幅画的主色调是黑色。
"
geometry,"n.几何(学)
","1. ...the very ordered way in which mathematics and geometry describe nature.
…数学和几何学描述自然的条理性。
"
syndrome,"n.综合病征
","1. people who suffer from irritable bowel syndrome
患有肠道过敏综合征的人
"
temperature,"n.温度；体温
","1. The temperature of the water was just right for swimming.
这水温游泳正好。
2. Water boils at a temperature of 100˚C.
水在100摄氏度沸腾。
3. The nurse took (= measured ) my temperature .
护士给我量了体温。
"
appraisal,"n.对...作出的评价；评价，鉴定，评估
","1. What is needed in such cases is a calm appraisal of the situation.
在此类情况下需要的是对形势的冷静估计。
"
invent,"v.发明,创造；捏造,虚构
","1. Alexander Graham Bell invented the telephone in 1876.
亚历山大 · 格雷厄姆 · 贝尔于1876年发明了电话。
2. They invented a very convincing alibi.
他们编造了很有说服力的不在犯罪现场的证据。
"
monopoly,"n.垄断；独占；专营
","1. a monopoly in copper trading
对铜交易的垄断
"
occurrence,"n.事件,事故,发生的事情；发生,出现
","1. Complaints seemed to be an everyday occurrence.
投诉似乎成了天天发生的事。
2. The frequent occurrence of earthquakes in the area means that the buildings must be specially designed to withstand the force.
该地区地震频发，这意味着建筑物必须有专门的抗震设计
"
attain,"v.完成；获得；达到
","1. More women are attaining positions of power.
越来越多的女性获得要职。
2. After a year she had attained her ideal weight.
一年后，她达到了理想的体重。
"
legacy,"n.遗产，遗赠；先人(或过去)留下的东西
","1. She received a small legacy from her aunt.
她从姨妈那里继承了一小笔遗产。
"
semiconductor,"n.半导体
","1. In semiconductor receivers transistors take the place of vacuum tubes.
在半导体收音机中晶体管代替了真空管。
"
prize,"n.奖赏,奖金,奖品
v.珍视,珍惜
","1. In this month’s competition you could win a prize worth £3,000.
在本月的竞赛中您可以赢得价值3,000英镑的奖品。
2. The first prize has gone to Dr John Gentle.
获得一等奖的是约翰·金特尔博士。
3. The prizes are awarded (= given ) every year to students who have shown original thinking in their work.
这些奖项每年颁发给在学习中表现出创造性思维的学生。
4. He is someone who prizes truth and decency above all things.
他把真理和正派看得高于一切。
"
inherit,"v.继承(金钱等)；经遗传而得(性格、特征)
","1. inherited wealth
继承的财富
2. I inherited my mother’s curly hair.
我遗传了母亲的鬈发。
"
term,"n.学期;期限,期间;(pl.)条件,条款;术语
","1. Teachers often feel overworked in term time (= during the term ) .
教师在学期内经常觉得工作担子过重。
2. The mayor was coming to the end of his term in office.
市长任期将满。
3. Under the terms of the agreement, the debt would be repaid over 20 years.
根据协议条款，这笔债务将于20年内还清。
4. Myocardial infarction is the medical term for a heart attack.
心肌梗塞是心脏病发作的医学术语。
"
humanity,"n.人类；人性,人情；(pl.)人文科学
","1. We want a clean healthy environment for all humanity .
我们希望全人类拥有一个干净健康的生存环境。
2. crimes against humanity
反人类罪
3. We must never forget our common humanity.
我们永远不要忘记共同的人性。
4. The number of students majoring in the humanities has declined by about half.
主修人文学科的学生数量已经下降了近一半。
"
tactic,"n.(s)策略,战术
","1. The rebels would still be able to use guerrilla tactics to make the country ungovernable.
反叛者仍然可以用游击战术使国家难以统治。
"
kilometre,"n.(kilometer) 公里，千米(略作km)
","1. ...only one kilometre from the border.
…距离边境只有1公里。
"
special,"adj.特殊的，特别的
","1. a special place in the classroom for reading
教室里的阅读专区
2. No one receives special treatment.
没有人享有特殊待遇。
3. Maria’s special recipe for apple pie
玛丽亚的苹果馅饼秘方
4. The good china was used only on special occasions .
这些精美瓷器只在特殊场合使用。
5. Each village has its own special charm.
每一座村子都有其独特的魅力。
"
